"","date...2009.mean_esg_var","date...2009.permno","date...2009.q_25","date...2009.q_50","date...2009.q_75","date...2009.rollwin","date...2009.25.mean_esg_var","date...2009.25.permno","date...2009.25.q_25","date...2009.25.q_50","date...2009.25.q_75","date...2009.25.rollwin","date...2009.5.mean_esg_var","date...2009.5.permno","date...2009.5.q_25","date...2009.5.q_50","date...2009.5.q_75","date...2009.5.rollwin","date...2009.75.mean_esg_var","date...2009.75.permno","date...2009.75.q_25","date...2009.75.q_50","date...2009.75.q_75","date...2009.75.rollwin","date...2010.mean_esg_var","date...2010.permno","date...2010.q_25","date...2010.q_50","date...2010.q_75","date...2010.rollwin","date...2010.25.mean_esg_var","date...2010.25.permno","date...2010.25.q_25","date...2010.25.q_50","date...2010.25.q_75","date...2010.25.rollwin","date...2010.5.mean_esg_var","date...2010.5.permno","date...2010.5.q_25","date...2010.5.q_50","date...2010.5.q_75","date...2010.5.rollwin","date...2010.75.mean_esg_var","date...2010.75.permno","date...2010.75.q_25","date...2010.75.q_50","date...2010.75.q_75","date...2010.75.rollwin","date...2011.mean_esg_var","date...2011.permno","date...2011.q_25","date...2011.q_50","date...2011.q_75","date...2011.rollwin","date...2011.25.mean_esg_var","date...2011.25.permno","date...2011.25.q_25","date...2011.25.q_50","date...2011.25.q_75","date...2011.25.rollwin","date...2011.5.mean_esg_var","date...2011.5.permno","date...2011.5.q_25","date...2011.5.q_50","date...2011.5.q_75","date...2011.5.rollwin","date...2011.75.mean_esg_var","date...2011.75.permno","date...2011.75.q_25","date...2011.75.q_50","date...2011.75.q_75","date...2011.75.rollwin","date...2012.mean_esg_var","date...2012.permno","date...2012.q_25","date...2012.q_50","date...2012.q_75","date...2012.rollwin","date...2012.25.mean_esg_var","date...2012.25.permno","date...2012.25.q_25","date...2012.25.q_50","date...2012.25.q_75","date...2012.25.rollwin","date...2012.5.mean_esg_var","date...2012.5.permno","date...2012.5.q_25","date...2012.5.q_50","date...2012.5.q_75","date...2012.5.rollwin","date...2012.75.mean_esg_var","date...2012.75.permno","date...2012.75.q_25","date...2012.75.q_50","date...2012.75.q_75","date...2012.75.rollwin","date...2013.mean_esg_var","date...2013.permno","date...2013.q_25","date...2013.q_50","date...2013.q_75","date...2013.rollwin","date...2013.25.mean_esg_var","date...2013.25.permno","date...2013.25.q_25","date...2013.25.q_50","date...2013.25.q_75","date...2013.25.rollwin","date...2013.5.mean_esg_var","date...2013.5.permno","date...2013.5.q_25","date...2013.5.q_50","date...2013.5.q_75","date...2013.5.rollwin","date...2013.75.mean_esg_var","date...2013.75.permno","date...2013.75.q_25","date...2013.75.q_50","date...2013.75.q_75","date...2013.75.rollwin","date...2014.mean_esg_var","date...2014.permno","date...2014.q_25","date...2014.q_50","date...2014.q_75","date...2014.rollwin","date...2014.25.mean_esg_var","date...2014.25.permno","date...2014.25.q_25","date...2014.25.q_50","date...2014.25.q_75","date...2014.25.rollwin","date...2014.5.mean_esg_var","date...2014.5.permno","date...2014.5.q_25","date...2014.5.q_50","date...2014.5.q_75","date...2014.5.rollwin","date...2014.75.mean_esg_var","date...2014.75.permno","date...2014.75.q_25","date...2014.75.q_50","date...2014.75.q_75","date...2014.75.rollwin","date...2015.mean_esg_var","date...2015.permno","date...2015.q_25","date...2015.q_50","date...2015.q_75","date...2015.rollwin","date...2015.25.mean_esg_var","date...2015.25.permno","date...2015.25.q_25","date...2015.25.q_50","date...2015.25.q_75","date...2015.25.rollwin","date...2015.5.mean_esg_var","date...2015.5.permno","date...2015.5.q_25","date...2015.5.q_50","date...2015.5.q_75","date...2015.5.rollwin","date...2015.75.mean_esg_var","date...2015.75.permno","date...2015.75.q_25","date...2015.75.q_50","date...2015.75.q_75","date...2015.75.rollwin","date...2016.mean_esg_var","date...2016.permno","date...2016.q_25","date...2016.q_50","date...2016.q_75","date...2016.rollwin","date...2016.25.mean_esg_var","date...2016.25.permno","date...2016.25.q_25","date...2016.25.q_50","date...2016.25.q_75","date...2016.25.rollwin","date...2016.5.mean_esg_var","date...2016.5.permno","date...2016.5.q_25","date...2016.5.q_50","date...2016.5.q_75","date...2016.5.rollwin","date...2016.75.mean_esg_var","date...2016.75.permno","date...2016.75.q_25","date...2016.75.q_50","date...2016.75.q_75","date...2016.75.rollwin","date...2017.mean_esg_var","date...2017.permno","date...2017.q_25","date...2017.q_50","date...2017.q_75","date...2017.rollwin","date...2017.25.mean_esg_var","date...2017.25.permno","date...2017.25.q_25","date...2017.25.q_50","date...2017.25.q_75","date...2017.25.rollwin","date...2017.5.mean_esg_var","date...2017.5.permno","date...2017.5.q_25","date...2017.5.q_50","date...2017.5.q_75","date...2017.5.rollwin","date...2017.75.mean_esg_var","date...2017.75.permno","date...2017.75.q_25","date...2017.75.q_50","date...2017.75.q_75","date...2017.75.rollwin"
"Mean",1159.44424943505,62931.3890078515,37.1752426553697,95.3882755637042,419.51451295429,1159.44424943505,1146.9701324077,63147.5122126437,37.6813886604564,100.980711001728,419.51451295429,1146.98663721029,1135.37314260187,63239.0366642703,37.6433127013278,101.27216095556,417.939386157054,1127.12522421032,1180.91216118108,63381.4088952654,37.9094303248183,104.150595611057,400.096898013551,1127.93954691001,1188.84884427077,63561.3532374101,38.4058522587722,104.646642027084,407.66583249834,1114.17233552797,1177.23429204244,63672.6373467916,38.5225409053816,103.94323521548,409.246811962073,1123.08215052149,1161.4999654301,63863.6911976912,38.2327151629217,104.153082875271,392.356672931744,1131.54498677514,1130.58856423346,64064.6834532374,38.023192510208,103.635314144245,381.529254796365,1135.61184083428,1082.23651059633,64054.290275762,38.0694425720264,104.066537933537,442.764833410637,1216.6461345538,1083.40813512382,64086.8474331164,37.9250900593665,104.815368620511,460.949071072359,1173.62579973291,1076.60646345946,64172.6499636892,37.2117256384703,104.277464336966,453.558058013474,1162.15794736777,1051.92352004702,63920.7940320233,37.9318372052601,101.035405933103,435.960693645316,1156.0868976451,995.152700903613,63854.0795040117,38.4433017845104,105.931052100851,462.125674113351,1156.23317707581,996.063552205374,63934.7310495627,37.9773186547719,102.436515605204,466.735648448564,1154.14051987087,1003.9724526216,64072.8101173021,38.1380915567012,103.004262197692,457.204366608593,1141.24686665238,1017.26346287448,64129.0703296703,38.2170439584222,96.522691063444,416.1936669169,1115.59616570209,1082.88522975648,63987.5743740795,38.0047364896673,96.3731357657568,417.395684384097,1110.03071934531,1106.53243165195,63701.9500734214,36.5064671689809,95.1935531952285,412.112735071586,1096.92492477038,1133.89689442809,63530.0355555556,35.9379754818764,93.1262567327496,414.462559409353,1094.25690736293,1122.16726553941,63328.1817507418,36.0317849705722,92.3891718262558,435.614974834549,1033.10256586775,1019.76428286506,63210.2554144884,34.4383880311011,88.5612450869845,404.378901816992,980.634709563247,1028.14493946639,63045.8451757666,34.0470524236137,88.166296958436,381.813936028395,968.814791004965,1018.19042535057,62794.1899399399,33.499001518857,87.893534665063,380.308847406539,956.484905410112,1004.72296428122,62619.1730337079,33.1134409616484,84.5577888949728,377.60276394032,944.905183575099,913.18048835134,62362.333081571,33.3210962772631,88.9998568280046,464.084442538891,984.376626299923,909.476050383708,62229.5849772382,32.6093516329709,83.760632594489,461.808768951561,973.527471142017,909.797053863472,61710.3915343915,32.06119657156,83.4761027899667,455.436330072981,973.332264121451,928.222327031014,61403.7758490566,31.843227992883,79.7767197251956,460.31422884317,994.059347998721,1013.37055619524,60955.798490566,31.3921090365587,84.8233544180778,538.304202404604,1036.49264297388,1018.50903861812,60683.7088703563,30.2832243004929,85.9904181811095,522.909219816254,1038.01324743146,1002.03279902099,60521.966641395,29.162192117054,85.4753604810175,534.343539774744,984.764450491499,1017.30261449742,60098.2442748092,29.1132412148279,82.7373398887543,542.297771322026,960.457760145639,1029.14773134111,59902.9064638783,28.2063164813021,83.0569143944844,558.040027572168,1004.31968291844,1037.52372099644,59654.2952453988,27.8154684567846,83.0569143944844,559.353053177682,996.76184708624,1039.73647019678,59313.6658950617,27.8256132762316,83.0645859646906,563.203401748313,993.744498652423,1047.12851304478,59159.0666666667,27.1326829868921,83.1308336159278,589.033151393014,1024.89073483087
"Std.Dev",3163.12911621836,26726.7467338966,0,0,0,3163.12911621836,3143.9339109461,26730.4001423167,0,0,0,3143.93060291346,3127.22895303548,26696.5943903439,0,0,0,3117.03052208214,3192.42120821654,26729.657751047,0,0,0,3118.15279521553,3342.79526971431,26669.9011782004,0,0,0,3088.12205576039,3329.37831612913,26663.5052829332,0,0,0,3117.81330449568,3310.1515155806,26651.1460946294,0,0,0,3144.06623831128,3237.50978912113,26645.0239765668,0,0,0,3158.94665543244,3081.37262622084,26678.9609116076,0,0,0,3328.45626647616,3072.87386878488,26719.756906797,0,0,0,3211.55609756482,3059.62516338151,26807.7190779497,0,0,0,3194.99863220386,3008.04799686204,27014.1561096514,0,0,0,3186.30440328856,2731.28768084339,27100.2110207306,0,0,0,3132.25464039053,2735.18811749667,27158.6117708282,0,0,0,3126.44770170077,2736.7869801554,27146.3686711627,0,0,0,3082.82861170026,2761.55119864508,27177.24700918,0,0,0,3074.63605268101,2938.21977776162,27258.8593706728,0,0,0,3033.65742617202,2967.19163082258,27437.5339288616,0,0,0,2996.32812199897,3002.29333868846,27525.0893625314,0,0,0,2975.80375695335,2976.74954662,27648.6226332581,0,0,0,2779.37991182085,2845.94037318828,27766.5076258953,0,0,0,2694.01509516862,2857.63108427429,27886.9511524397,0,0,0,2665.82167992461,2842.15246374981,28017.8256747004,0,0,0,2643.86817492321,2804.04370765663,28198.9120646339,0,0,0,2630.47675672093,2341.95459796591,28340.6222892171,0,0,0,2615.80073652781,2339.02401982167,28427.6824198633,0,0,0,2600.05038203726,2331.64387665762,28695.2866776189,0,0,0,2591.71904802475,2349.05223311813,28899.792130657,0,0,0,2635.46057019191,2469.53959912681,29167.6192386999,0,0,0,2667.95038890523,2472.70797009652,29309.73019225,0,0,0,2652.24486952875,2454.84579376732,29399.2707695598,0,0,0,2529.99932328379,2445.43368589139,29582.2474503506,0,0,0,2454.3671835388,2496.23831243664,29637.1205575335,0,0,0,2603.12295351155,2507.03617991481,29714.8958878624,0,0,0,2578.35184997729,2511.85275193519,29834.9017536325,0,0,0,2551.20964666482,2542.18718563825,29907.7428384079,0,0,0,2580.98884625384
"Min",0,10026,37.1752426553697,95.3882755637042,419.51451295429,0,0,10026,37.6813886604564,100.980711001728,419.51451295429,0,0,10026,37.6433127013278,101.27216095556,417.939386157054,0,0,10026,37.9094303248183,104.150595611057,400.096898013551,0,0,10026,38.4058522587722,104.646642027084,407.66583249834,0,0,10026,38.5225409053816,103.94323521548,409.246811962073,0,0,10026,38.2327151629217,104.153082875271,392.356672931744,0,0,10026,38.023192510208,103.635314144245,381.529254796365,0,0.994225381639382,10026,38.0694425720264,104.066537933537,442.764833410637,0,0.994225381639382,10026,37.9250900593665,104.815368620511,460.949071072359,0,0.994225381639382,10026,37.2117256384703,104.277464336966,453.558058013474,0,0.910440037267123,10026,37.9318372052601,101.035405933103,435.960693645316,0,1.66277868005315,10026,38.4433017845104,105.931052100851,462.125674113351,0,1.66277868005315,10026,37.9773186547719,102.436515605204,466.735648448564,0,1.49486415988041,10026,38.1380915567012,103.004262197692,457.204366608593,0,1.49486415988041,10026,38.2170439584222,96.522691063444,416.1936669169,0,1.49486415988041,10026,38.0047364896673,96.3731357657568,417.395684384097,0,1.36558536752366,10026,36.5064671689809,95.1935531952285,412.112735071586,0,1.72842911877395,10026,35.9379754818764,93.1262567327496,414.462559409353,0,2.13449731877415,10026,36.0317849705722,92.3891718262558,435.614974834549,1.74224682548014,0,10026,34.4383880311011,88.5612450869845,404.378901816992,0,0,10026,34.0470524236137,88.166296958436,381.813936028395,0,0,10026,33.499001518857,87.893534665063,380.308847406539,0,0,10026,33.1134409616484,84.5577888949728,377.60276394032,0,0,10026,33.3210962772631,88.9998568280046,464.084442538891,0,0,10026,32.6093516329709,83.760632594489,461.808768951561,0,0,10026,32.06119657156,83.4761027899667,455.436330072981,0,0,10026,31.843227992883,79.7767197251956,460.31422884317,0,0,10026,31.3921090365587,84.8233544180778,538.304202404604,1.27186244912588,0,10026,30.2832243004929,85.9904181811095,522.909219816254,1.33803785055604,0,10026,29.162192117054,85.4753604810175,534.343539774744,1.38230919843651,0,10026,29.1132412148279,82.7373398887543,542.297771322026,1.20738650904583,0,10026,28.2063164813021,83.0569143944844,558.040027572168,0.000404209659875944,0,10026,27.8154684567846,83.0569143944844,559.353053177682,0.000404209659875944,0,10026,27.8256132762316,83.0645859646906,563.203401748313,0.000404209659875944,0,10026,27.1326829868921,83.1308336159278,589.033151393014,0.000404209659875944
"Q1",37.0173800294258,42024,37.1752426553697,95.3882755637042,419.51451295429,37.0173800294258,37.3221515326779,42362.5,37.6813886604564,100.980711001728,419.51451295429,37.6488305332016,37.3221515326779,42534,37.6433127013278,101.27216095556,417.939386157054,37.6377948694541,38.9798809697872,42550,37.9094303248183,104.150595611057,400.096898013551,37.8538210029099,40.1540092101476,42877,38.4058522587722,104.646642027084,407.66583249834,38.4058522587722,39.1059841384283,43123,38.5225409053816,103.94323521548,409.246811962073,38.5225409053816,38.7557825643783,43449,38.2327151629217,104.153082875271,392.356672931744,37.8595403871695,38.1426925292875,43553,38.023192510208,103.635314144245,381.529254796365,37.9686418025285,35.9615814994405,43449,38.0694425720264,104.066537933537,442.764833410637,38.0694425720264,36.6027402943586,43350,37.9250900593665,104.815368620511,460.949071072359,37.6828234685715,34.9751521819809,43449,37.2117256384703,104.277464336966,453.558058013474,37.1601346021061,34.8539391553731,42550,37.9318372052601,101.035405933103,435.960693645316,37.3664105700083,34.3825040702037,42439,38.4433017845104,105.931052100851,462.125674113351,38.4233976627624,34.0713943613262,42486.5,37.9773186547719,102.436515605204,466.735648448564,37.9773186547719,33.8583481314181,42567.5,38.1380915567012,103.004262197692,457.204366608593,37.8810930756512,34.5723734490777,42585,38.2170439584222,96.522691063444,416.1936669169,38.1380745333397,35.6418565493246,42439,38.0047364896673,96.3731357657568,417.395684384097,38.002436954628,35.7741062456663,41355,36.5064671689809,95.1935531952285,412.112735071586,36.453010159022,36.0266571462573,41187,35.9379754818764,93.1262567327496,414.462559409353,35.9270833099367,35.2754406102737,40428,36.0317849705722,92.3891718262558,435.614974834549,35.9626222919123,33.6591524596886,39693,34.4383880311011,88.5612450869845,404.378901816992,34.2061967978108,33.6591524596886,39538,34.0470524236137,88.166296958436,381.813936028395,34.0280449941611,33.3414572582455,38407.5,33.499001518857,87.893534665063,380.308847406539,33.499001518857,32.5693396398523,37807,33.1134409616484,84.5577888949728,377.60276394032,32.5551405364352,29.4704008478343,37189,33.3210962772631,88.9998568280046,464.084442538891,33.3210962772631,28.8792707718539,36468,32.6093516329709,83.760632594489,461.808768951561,32.2131539496969,28.991169814943,35051,32.06119657156,83.4761027899667,455.436330072981,31.96050469542,28.8887188318765,34032,31.843227992883,79.7767197251956,460.31422884317,31.8065722833348,30.2013046649089,30737,31.3921090365587,84.8233544180778,538.304202404604,31.2519137878432,29.7406211180124,28564,30.2832243004929,85.9904181811095,522.909219816254,30.2832243004929,29.1113664257507,27991,29.162192117054,85.4753604810175,534.343539774744,28.900797084343,28.1824810976915,27334,29.1132412148279,82.7373398887543,542.297771322026,29.1077846385787,25.6458171276772,26710,28.2063164813021,83.0569143944844,558.040027572168,28.2063164813021,25.4474024820445,26302,27.8154684567846,83.0569143944844,559.353053177682,27.7457673532274,25.4474024820445,25453,27.8256132762316,83.0645859646906,563.203401748313,27.5471626031908,23.9486457050822,25232,27.1326829868921,83.1308336159278,589.033151393014,27.0212852781991
"Median",95.3882755637042,76489,37.1752426553697,95.3882755637042,419.51451295429,95.3882755637042,101.793055501892,76594.5,37.6813886604564,100.980711001728,419.51451295429,100.980711001728,101.793055501892,76613,37.6433127013278,101.27216095556,417.939386157054,101.27216095556,103.380531230323,76632,37.9094303248183,104.150595611057,400.096898013551,104.150595611057,106.022334309174,76677.5,38.4058522587722,104.646642027084,407.66583249834,104.646642027084,104.646642027084,76709,38.5225409053816,103.94323521548,409.246811962073,103.94323521548,101.651842439644,76717.5,38.2327151629217,104.153082875271,392.356672931744,104.153082875271,94.3648521821782,76791.5,38.023192510208,103.635314144245,381.529254796365,103.635314144245,85.7998002283105,76791.5,38.0694425720264,104.066537933537,442.764833410637,104.066537933537,85.7998002283105,76795,37.9250900593665,104.815368620511,460.949071072359,104.815368620511,89.1434370503091,76838,37.2117256384703,104.277464336966,453.558058013474,104.277464336966,86.1538358745473,76796.5,37.9318372052601,101.035405933103,435.960693645316,101.035405933103,88.0947728340313,76788,38.4433017845104,105.931052100851,462.125674113351,105.931052100851,86.3903357542856,76839.5,37.9773186547719,102.436515605204,466.735648448564,102.436515605204,86.2040190665133,77040,38.1380915567012,103.004262197692,457.204366608593,103.004262197692,86.0802781588533,77114,38.2170439584222,96.522691063444,416.1936669169,96.522691063444,90.1570229715066,77040,38.0047364896673,96.3731357657568,417.395684384097,96.3731357657568,92.4718351423915,76839.5,36.5064671689809,95.1935531952285,412.112735071586,95.1935531952285,94.8406301849968,76817.5,35.9379754818764,93.1262567327496,414.462559409353,93.1262567327496,95.2621012085,76791.5,36.0317849705722,92.3891718262558,435.614974834549,92.3891718262558,92.8794099193234,76788,34.4383880311011,88.5612450869845,404.378901816992,88.5612450869845,92.5748336551635,76744,34.0470524236137,88.166296958436,381.813936028395,88.166296958436,92.4629714160119,76711.5,33.499001518857,87.893534665063,380.308847406539,87.893534665063,89.0125822127974,76709,33.1134409616484,84.5577888949728,377.60276394032,84.5577888949728,83.3036649398196,76677.5,33.3210962772631,88.9998568280046,464.084442538891,88.9998568280046,82.4907571081154,76689.5,32.6093516329709,83.760632594489,461.808768951561,83.760632594489,82.3060876581592,76605,32.06119657156,83.4761027899667,455.436330072981,83.4761027899667,81.364018298945,76582,31.843227992883,79.7767197251956,460.31422884317,79.7767197251956,86.4660283731192,76477,31.3921090365587,84.8233544180778,538.304202404604,84.8233544180778,86.1196285401165,76261,30.2832243004929,85.9904181811095,522.909219816254,85.9904181811095,84.7477844904313,76230,29.162192117054,85.4753604810175,534.343539774744,85.4753604810175,82.0481749627742,76161.5,29.1132412148279,82.7373398887543,542.297771322026,82.7373398887543,80.3201190214468,76135,28.2063164813021,83.0569143944844,558.040027572168,83.0569143944844,81.3030602171767,76081.5,27.8154684567846,83.0569143944844,559.353053177682,83.0569143944844,83.2528095546442,75829.5,27.8256132762316,83.0645859646906,563.203401748313,83.0645859646906,82.147359209211,75759.5,27.1326829868921,83.1308336159278,589.033151393014,83.1308336159278
